quote,author,emotion
"There were many tears, many unsure times, and many troubled moments. The fun memories were only a few, but even so, those memories will shine bright like stardust and continue to shine on in my heart.",Suzume Yosano,happiness
"I knew this was a losing battle. Even though the outcome was obvious, I still wanted to bet on that one millimeter of a possibility.",Satsuki Shishio,general
"I always wanted to become stronger. At first it was to protect myself. Next, it was to protect Hak, who gave up everything for me. Now, it's to repay my friends, who enabled me to live.",Yona,general
"I'm always just waiting. Waiting for someone to reach out to me. But at the same time, I'm really self-conscious and a coward.",Chizuru Ooshima,general
"Justice. I can't think of another word more loved by the people. It does have a nice ring to it. However, without ever exercising your own strength, you seek the death of others at the hands of someone else. Well, the justice you refer to smells pretty rotten to me.",Balalaika,grief
To turn someone down and to be turned down by someone... To be hurt by someone and to hurt someone... A love where no one gets hurt doesn't exist.,Suzume Yosano,grief
"Even though I'm expressionless, being told that I'm annoying still hurts.",Suzume Yosano,grief
"In this world with only despair, how do you live?",Shuntarou Chishiya,depression
Our minds don't work the way we expect them to.,Suzume Yosano,motivation
"Honestly, someone who asks someone else to convey their feelings for them is the worst.",Daiki Mamura,general
"If I'd known that the end would come so fast, I would have said so much more.",Daiki Mamura,general
Does it really matter that people don't like you?,Shizuku Mizutani,general
"If you become perplexed or make errors, in the end have the kind of life that you can have pride in living. The kind where you can say, ""I persevered."" Repeating delightful things and sad things. And in that way keep getting older. I persevered.",Kyoko Honda,depression
"Even if you can forget, you can't erase the past.",Kenzo Tenma,general
Hatred is born when people gather together.,Johann Liebert,general
"I'm not sure why I've decided to do this. I'm not any stronger than I was, and nothing else has changed. But all the same, this time I'm not going to run away. It's okay to feel weak sometimes. It's okay to be afraid. The important thing is that we face our fears. That's... that's what makes us strong.",Sohma Yuki,anxiety
"The hungrier one is, the more satisfying one's dinner.",Sebastian Michaelis,general
"If it's a wish that can be fulfilled, then fulfill it. If there's hesitation and worries, then remove the sources of worries altogether.",Yoite,general
An illusion is darkness. Those who cannot see the darkness cannot resist its sweet temptation and are stained black. Eventually the darkness envelops the light controlling everything. ,Luka Crosszeria,depression
Human beings don't feel pain with their bodies. The brain is the thing that transmits the pain to the body.,Madoka Shishito,grief
"With death staring you in the face, you truly understand what it means to be alive.",Saori Shibuki,grief
"To leave the first tracks, we must go somewhere nobody's been yet.",Takashi Natsume,general
"Phones, the internet - having the means alone doesn't lead to communication.",Saitō-sensei,grief
I wonder if our hearts really do determine our feelings. Or are they just some sort of aroma in the air?,Jinno Yuu,love
What about when you reciprocate someone else’s emotions? Is that still coming from you… or is the air connecting you to one another?,Jinno Yuu,general
Why are you looking for something when you can't even remember what it is?,Takashi Natsume,general
There’s no such thing as a person who doesn’t belong. You’re here because there’s someone who wants you to be here.,Seki Kenji,general
Embrace that feeling. Love’s never rational.,Suzuura Natsuki,love
Romance is just trying to convey your feelings to another person.,Tadashi Isogai,love
It would be cruelest to keep your hopes up when I already know the answer.,Shizuku Mizutani,hope
There's nothing more repulsive than being touched by a guy you don't like.,Natsume Asako,general
Inability to overcome fear is human.,Yun,anxiety
"Whether we die or not, isn't really that big a deal.",Juuzou Suzuya,general
Prodigies don't understand how the incompetent feel.,Yun,wisdom
